title,productor
"Don't Say a Word","Regency Enterprises"
"Don't Say a Word","Kopelson Entertainment"
"Don't Say a Word","Epsilon Motion Pictures"
"Don't Say a Word","New Regency Pictures"
"Don't Say a Word","Furthur Films"
"Unfaithful","Regency Enterprises"
"Unfaithful","Fox 2000 Pictures"
"Unfaithful","Epsilon Motion Pictures"
"Unfaithful","Unfaithful Filmproduktion GmbH & Co. KG"
"I Am Number Four","DreamWorks SKG"
"I Am Number Four","Reliance BIG Entertainment"
"I Am Number Four","Bay Films"
"I Am Number Four","Touchstone Pictures"
"Syriana","Section Eight"
"Syriana","Warner Bros."
"Syriana","Participant Media"
"Syriana","FilmWorks"
"Syriana","4M"
"Syriana","MID Foundation"
"The Book of Life","Twentieth Century Fox Film Corporation"
"The Book of Life","Reel FX Creative Studios"
"The Book of Life","Twentieth Century Fox Animation"
"The Book of Life","Chatrone"
"Firewall","Village Roadshow Pictures"
"Firewall","Thunder Road Pictures"
"Firewall","Warner Bros."
"Firewall","Beacon Pictures"
"Firewall","Jon Shestack Productions"
"Absolute Power","Columbia Pictures"
"Absolute Power","Castle Rock Entertainment"
"Absolute Power","Malpaso Productions"
"G.I. Jane","Caravan Pictures"
"G.I. Jane","Hollywood Pictures"
"G.I. Jane","First Independent Films"
"G.I. Jane","Largo Entertainment"
"G.I. Jane","Scott Free Productions"
"G.I. Jane","Trap-Two-Zero Productions"
"The Game","PolyGram Filmed Entertainment"
"The Game","A&B Producoes"
"The Game","Popaganda Films"
"Silent Hill","Silent Hill DCP Inc."
"Silent Hill","Davis-Films"
"Silent Hill","TriStar Pictures"
"Silent Hill","Konami"
"The Replacements","Warner Bros."
"American Reunion","Universal Pictures"
"The Negotiator","Regency Enterprises"
"The Negotiator","Warner Bros."
"Into the Storm","New Line Cinema"
"Into the Storm","Village Roadshow Pictures"
"Into the Storm","Broken Road Productions"
"Into the Storm","RatPac-Dune Entertainment"
"Beverly Hills Cop III","Paramount Pictures"
"Beverly Hills Cop III","Eddie Murphy Productions"
"The Judge","Village Roadshow Pictures"
"The Judge","Warner Bros."
"The Judge","Big Kid Pictures"
"The Judge","Team Downey"
"The Peacemaker","DreamWorks SKG"
"Out of Time","Original Film"
"Out of Time","Monarch Pictures"
"Out of Time","Metro-Goldwyn-Mayer (MGM)"
"On Deadly Ground","Warner Bros."
"The Adventures of Sharkboy and Lavagirl","Troublemaker Studios"
"The Beach","Figment Films"
"Raising Helen","Touchstone Pictures"
"Raising Helen","Beacon Pictures"
"Raising Helen","Mandeville Films"
"Ninja Assassin","Studio Babelsberg"
"Ninja Assassin","Anarchos Productions"
"Ninja Assassin","Legendary Pictures"
"Ninja Assassin","Dark Castle Entertainment"
"Ninja Assassin","Silver Pictures"
"Ninja Assassin","Warner Bros."
"Ninja Assassin","Medienboard Berlin-Brandenburg"
"Ninja Assassin","Deutsche Filmförderfonds (DFFF)"
"Ninja Assassin","Rocklock Films"
"For Love of the Game","Universal Pictures"
"For Love of the Game","Beacon Pictures"
"Striptease","Columbia Pictures"
"Striptease","Castle Rock Entertainment"
"Marmaduke","Twentieth Century Fox Film Corporation"
"Hereafter","Amblin Entertainment"
"Hereafter","Malpaso Productions"
"Hereafter","Warner Bros."
"Hereafter","Kennedy/Marshall Company, The"
"Murder by Numbers","Castle Rock Entertainment"
"Murder by Numbers","Warner Bros."
"Murder by Numbers","Schroeder Hoffman Productions"
"Assassins","Silver Pictures"
"Assassins","Canal+"
"Assassins","Warner Bros."
"Assassins","Dino De Laurentiis Company"
"Assassins","Donner/Shuler-Donner Productions"
"Assassins","Evansgideon/Lazar"
"Hannibal Rising","Ingenious Film Partners"
"Hannibal Rising","ETIC Films"
"Hannibal Rising","Quinta Communications"
"Hannibal Rising","Dino De Laurentiis Company"
"Hannibal Rising","Zephyr Films"
"Hannibal Rising","Young Hannibal Productions"
"Hannibal Rising","Carthago Films S.a.r.l."
"The Story of Us","Universal Pictures"
"The Story of Us","Castle Rock Entertainment"
"The Host","Nick Wechsler Productions"
"The Host","Open Road Films"
"The Host","Silver Reel"
"The Host","Chockstone Pictures"
"Basic","Intermedia Films"
"Basic","Krane Entertainment"
"Blood Work","Malpaso Productions"
"Blood Work","Warner Bros."
"The International","Studio Babelsberg"
"The International","Atlas Entertainment"
"The International","Mosaic Media Group"
"The International","X-Filme Creative Pool"
"Escape from L.A.","Paramount Pictures"
"Escape from L.A.","Rysher Entertainment"
"The Iron Giant","Warner Bros. Animation"
"The Life Aquatic with Steve Zissou","Touchstone Pictures"
"The Life Aquatic with Steve Zissou","American Empirical Pictures"
"Free State of Jones","Larger Than Life Productions"
"Free State of Jones","Vendian Entertainment"
"Free State of Jones","Route One Films"
"The Life of David Gale","Mikona Productions GmbH & Co. KG"
"The Life of David Gale","Universal Pictures"
"The Life of David Gale","Intermedia Films"
"The Life of David Gale","Saturn Films"
"The Life of David Gale","Dirty Hands Productions"
"Man of the House","Revolution Studios"
"Man of the House","Bel Air Entertainment"
"Run All Night","Vertigo Entertainment"
"Run All Night","Energy Entertainment"
"Run All Night","RatPac-Dune Entertainment"
"Eastern Promises","BBC Films"
"Eastern Promises","Serendipity Point Films"
"Eastern Promises","Téléfilm Canada"
"Eastern Promises","Astral Media"
"Eastern Promises","Scion Films"
"Eastern Promises","Focus Features"
"Eastern Promises","Corus Entertainment"
"Eastern Promises","Shine Pictures"
"Eastern Promises","Kudos Film and Television"
"Into the Blue","Columbia Pictures Corporation"
"Into the Blue","Mandalay Pictures"
"Into the Blue","Metro-Goldwyn-Mayer (MGM)"
"Joan of Arc","Columbia Pictures"
"Joan of Arc","Gaumont"
"Your Highness","Universal Pictures"
"Your Highness","Stuber Productions"
"Dream House","Cliffjack Motion Pictures"
"Dream House","Morgan Creek Productions"
"Mad City","Warner Bros."
"Mad City","Arnold Kopelson Productions"
"Baby's Day Out","Twentieth Century Fox Film Corporation"
"The Scarlet Letter","Hollywood Pictures"
"The Scarlet Letter","Cinergi Pictures Entertainment"
"Fair Game","River Road Entertainment"
"Fair Game","Participant Media"
"Domino","New Line Cinema"
"Domino","Davis-Films"
"Domino","Metropolitan Filmexport"
"Domino","Scott Free Productions"
"Domino","Domino 17521"
"Jade","Paramount Pictures"
"Gamer","Lakeshore Entertainment"
"Gamer","Lionsgate"
"Beautiful Creatures","Alcon Entertainment"
"Beautiful Creatures","Warner Bros."
"Beautiful Creatures","Belle Pictures"
"Beautiful Creatures","3 Arts Entertainment"
"Death to Smoochy","Senator Film Produktion"
"Death to Smoochy","Mad Chance"
"Death to Smoochy","Warner Bros."
"Death to Smoochy","Filmfour"
"Zoolander 2","Scott Rudin Productions"
"Zoolander 2","Red Hour Films"
"The Big Bounce","Shangri-La Entertainment"
"The Big Bounce","Material"
"The Big Bounce","Taormina Productions"
"What Planet Are You From?","Columbia Pictures"
"Drive Angry","Summit Entertainment"
"Drive Angry","Saturn Films"
"Drive Angry","Nu Image Films"
"Drive Angry","Millennium Films"
"Drive Angry","Michael De Luca Productions"
"The One","Columbia Pictures"
"The One","Revolution Studios"
"The One","Hard Eight Pictures"
"The One","Wonder works studios entertainment group"
"The Adventures of Ford Fairlane","Twentieth Century Fox Film Corporation"
"The Adventures of Ford Fairlane","Silver Pictures"
"The Boat That Rocked","Universal Pictures"
"The Boat That Rocked","Studio Canal"
"The Boat That Rocked","Working Title Films"
"The Boat That Rocked","Medienproduktion Prometheus Filmgesellschaft"
"The Boat That Rocked","Portobello Studios"
"The Boat That Rocked","Tightrope Pictures"
"Traffic","USA Films"
"Traffic","Initial Entertainment Group (IEG)"
"Traffic","Bedford Falls Company, The"
"Traffic","Compulsion Inc."
"Traffic","Splendid Medien AG"
"Indiana Jones and the Last Crusade","Lucasfilm"
"Indiana Jones and the Last Crusade","Paramount Pictures"
"Anna Karenina","Universal Pictures"
"Anna Karenina","Focus Features"
"Anna Karenina","Working Title Films"
"Chappie","Columbia Pictures"
"Chappie","Media Rights Capital"
"Chappie","Sony Pictures Entertainment (SPE)"
"Chappie","Alpha Core"
"Chappie","Genre Films"
"Chappie","Simon Kinberg Productions"
"Chappie","LStar Capital"
"Chappie","Ollin Studio"
"The Bone Collector","Universal Pictures"
"The Bone Collector","Columbia Pictures Corporation"
"Panic Room","Hofflund/Polone"
"Panic Room","Indelible Productions"
"Three Kings","Village Roadshow Pictures"
"Three Kings","Atlas Entertainment"
"Three Kings","Warner Bros."
"Three Kings","Village-A.M. Partnership"
"Three Kings","Coast Ridge"
"Three Kings","Junger Witt Productions"
"Child 44","Summit Entertainment"
"Child 44","Scott Free Productions"
"Child 44","Worldview Entertainment"
"Rat Race","Paramount Pictures"
"Rat Race","Fireworks Pictures"
"Rat Race","Alphaville Films"
"K-PAX","Intermedia Films"
"K-PAX","Lawrence Gordon Productions"
"K-PAX","Pathé Pictures International"
"K-PAX","IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"
"Kate & Leopold","Miramax Films"
"Kate & Leopold","Konrad Pictures"
"Bedazzled","Twentieth Century Fox Film Corporation"
"Bedazzled","Regency Enterprises"
"Bedazzled","KirchMedia"
"The Cotton Club","Orion Pictures"
"The Cotton Club","PSO International"
"The Cotton Club","Totally Independent"
"Taken 3","Twentieth Century Fox Film Corporation"
"Taken 3","M6 Films"
"Taken 3","Canal+"
"Taken 3","Grive Productions"
"Taken 3","EuropaCorp"
"Taken 3","Ciné+"
"Taken 3","M6"
"Taken 3","TSG Entertainment"
"Taken 3","Taken 3"
"Out of Sight","Universal Pictures"
"Out of Sight","Jersey Films"
"The Cable Guy","Columbia Pictures Corporation"
"Dick Tracy","Touchstone Pictures"
"The Thomas Crown Affair","Irish Dreamtime"
"The Thomas Crown Affair","Metro-Goldwyn-Mayer (MGM)"
"Riding in Cars with Boys","Columbia Pictures"
"First Blood","Orion Pictures"
"Happily N'Ever After","Vanguard Films"
"Happily N'Ever After","Lionsgate"
"Happily N'Ever After","Odyssey"
"Happily N'Ever After","Nitrogen Studios Canada"
"Mary Reilly","TriStar Pictures"
"Mary Reilly","NFH Productions"
"My Best Friend's Wedding","TriStar Pictures"
"America's Sweethearts","Columbia Pictures"
"America's Sweethearts","Revolution Studios"
"America's Sweethearts","Roth-Arnold Productions"
"Insomnia","Section Eight"
"Insomnia","Alcon Entertainment"
"Insomnia","Witt/Thomas Productions"
"Jonah Hex","Warner Bros."
"Courage Under Fire","Fox 2000 Pictures"
"Liar Liar","Imagine Entertainment"
"Liar Liar","Universal Pictures"
"The Infiltrator","Good Films"
"Inchon","Metro-Goldwyn-Mayer (MGM)"
"Inchon","Unification Church"
"Inchon","One Way Productions"
"The Flintstones","Universal Pictures"
"The Flintstones","Amblin Entertainment"
"The Flintstones","Hanna-Barbera Productions"
"Taken 2","Twentieth Century Fox Film Corporation"
"Taken 2","M6 Films"
"Taken 2","Canal+"
"Taken 2","Grive Productions"
"Taken 2","EuropaCorp"
"Taken 2","Ciné+"
"Scary Movie 3","Dimension Films"
"Scary Movie 3","Brad Grey Pictures"
"Miss Congeniality","Village Roadshow Pictures"
"Miss Congeniality","Castle Rock Entertainment"
"Miss Congeniality","NPV Entertainment"
"Miss Congeniality","Fortis Films"
"Journey to the Center of the Earth","New Line Cinema"
"Journey to the Center of the Earth","Walden Media"
"The Pelican Brief","Warner Bros."
"The Client","Regency Enterprises"
"The Client","Alcor Films"
"The Client","Warner Bros."
"The Bucket List","Two Ton Films"
"The Bucket List","Zadan / Meron Productions"
"The Bucket List","Reiner / Greisman Productions"
"Patriot Games","Paramount Pictures"
"Patriot Games","Mace Neufeld Productions"
"Monster-in-Law","New Line Cinema"
"Monster-in-Law","Spring Creek Productions"
"Monster-in-Law","BenderSpink"
"Monster-in-Law","Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG"
"Prisoners","Alcon Entertainment"
"Prisoners","Madhouse Entertainment"
"Prisoners","8:38 Productions"
"Training Day","Village Roadshow Pictures"
"Training Day","NPV Entertainment"
"Training Day","Warner Bros."
"Training Day","Outlaw Productions (I)"
"Training Day","WV Films II"
"Galaxy Quest","DreamWorks SKG"
"Galaxy Quest","Gran Via Productions"
"Scary Movie 2","Gold/Miller Productions"
"Scary Movie 2","Wayans Bros. Entertainment"
"Scary Movie 2","Dimension Films"
"Scary Movie 2","Brad Grey Pictures"
"The Muppets","Walt Disney Pictures"
"Blade","New Line Cinema"
"Blade","Amen Ra Films"
"Blade","Imaginary Forces"
"Blade","Marvel Enterprises"
"Coach Carter","Paramount Pictures"
"Coach Carter","MTV Films"
"Coach Carter","Tollin/Robbins Productions"
"Changing Lanes","Paramount Pictures"
"Anaconda","Columbia Pictures Corporation"
"Anaconda","Middle Fork Productions"
"Anaconda","Iguana Producciones"
"Anaconda","Skylight Cinema Foto Art"
"Anaconda","St. Tropez Films"
"Anaconda","Cinema Line Film Corporation"
"Coyote Ugly","Jerry Bruckheimer Films"
"Coyote Ugly","Touchstone Pictures"
"Love Actually","Universal Pictures"
"Love Actually","DNA Films"
"Love Actually","StudioCanal"
"Love Actually","Working Title Films"
"A Bug's Life","Walt Disney Pictures"
"A Bug's Life","Pixar Animation Studios"
"From Hell","Twentieth Century Fox Film Corporation"
"From Hell","Underworld Entertainment"
"The Specialist","Jerry Weintraub Productions"
"The Specialist","Warner Bros."
"The Specialist","Iguana Producciones"
"Tin Cup","Regency Enterprises"
"Tin Cup","Warner Bros."
"Yours, Mine and Ours","Desilu Productions"
"Yours, Mine and Ours","Walden Productions"
"Kicking & Screaming","Universal Pictures"
"The Hitchhiker's Guide to the Galaxy","Spyglass Entertainment"
"The Hitchhiker's Guide to the Galaxy","Everyman Pictures"
"The Hitchhiker's Guide to the Galaxy","Hammer & Tongs"
"The Hitchhiker's Guide to the Galaxy","Touchstone Pictures"
"Fat Albert","Twentieth Century Fox Film Corporation"
"Fat Albert","Davis Entertainment"
"Fat Albert","Culver Studios"
"Blended","Happy Madison Productions"
"Blended","Karz Entertainment"
"Blended","Warner Bros."
"Blended","Gulfstream Pictures"
"Last Holiday","Paramount Pictures"
"The River Wild","Universal Pictures"
"The River Wild","David Foster Productions"
"The River Wild","Turman-Foster Company"
"The Indian in the Cupboard","Paramount Pictures"
"The Indian in the Cupboard","Columbia Pictures Corporation"
"The Indian in the Cupboard","The Kennedy/Marshall Company"
"Savages","Ixtlan"
"Savages","Relativity Media"
"Savages","Onda Entertainment"
"Cellular","New Line Cinema"
"Johnny English","Universal Pictures"
"Johnny English","StudioCanal"
"The Ant Bully","Playtone"
"The Ant Bully","Warner Bros."
"The Ant Bully","Legendary Entertainment"
"The Ant Bully","DNA Productions"
"Dune","Dino De Laurentiis Company"
"Across the Universe","Revolution Studios"
"Across the Universe","Team Todd"
"Revolutionary Road","DreamWorks SKG"
"Revolutionary Road","Scott Rudin Productions"
"Revolutionary Road","BBC Films"
"Revolutionary Road","Neal Street Productions"
"Revolutionary Road","Evamere Entertainment"
"Revolutionary Road","Goldcrest Pictures"
"16 Blocks","Donners' Company"
"16 Blocks","Cheyenne Enterprises"
"16 Blocks","Alcon Entertainment"
"16 Blocks","Nu Image Entertainment GmbH"
"16 Blocks","Millennium Films"
"16 Blocks","Emmett/Furla Films"
"16 Blocks","Equity Pictures Medienfonds GmbH & Co. KG III"
"16 Blocks","16 Block Productions"
"Babylon A.D.","StudioCanal"
"Babylon A.D.","M6 Films"
"Babylon A.D.","Canal+"
"Babylon A.D.","CinéCinéma"
"Babylon A.D.","Babylon"
"Babylon A.D.","Babylon Films Limited"
"Babylon A.D.","M6"
"Babylon A.D.","MNP Entreprise"
"The Glimmer Man","Warner Bros."
"The Glimmer Man","Seagal/Nasso Productions"
"Multiplicity","Columbia Pictures Corporation"
"Aliens in the Attic","Twentieth Century Fox Film Corporation"
"Aliens in the Attic","Regency Enterprises"
"Aliens in the Attic","Josephson Entertainment"
"Aliens in the Attic","New Upstairs Productions"
"Aliens in the Attic","Upstairs Canada Productions"
"The Pledge","Epsilon Motion Pictures"
"The Pledge","Franchise Pictures"
"The Pledge","Morgan Creek Productions"
"The Pledge","Clyde Is Hungry Films"
"The Pledge","Pledge Productions"
"The Producers","Sony Pictures"
"The Producers","Gaumont Columbia Tristar Films"
"The Phantom","Paramount Pictures"
"The Phantom","Village Roadshow Pictures"
"The Phantom","The Ladd Company"
"All the Pretty Horses","Columbia Pictures"
"All the Pretty Horses","Miramax Films"
"Nixon","Hollywood Pictures"
"Nixon","Cinergi Pictures Entertainment"
"The Ghost Writer","Studio Babelsberg"
"The Ghost Writer","Runteam Ltd."
"The Ghost Writer","R.P. Productions"
"The Ghost Writer","France 2 Cinéma"
"Deep Rising","Hollywood Pictures"
"Deep Rising","Cinergi Pictures Entertainment"
"Deep Rising","Calimari Productions"
"Miracle at St. Anna","Rai Cinema"
"Miracle at St. Anna","40 Acres & A Mule Filmworks"
"Miracle at St. Anna","Touchstone Pictures"
"Miracle at St. Anna","On My Own"
"Bangkok Dangerous","Virtual Studios"
"Bangkok Dangerous","Initial Entertainment Group"
"Bangkok Dangerous","Saturn Films"
"Bangkok Dangerous","International Production Company"
"Bangkok Dangerous","Blue Star Pictures"
"Bangkok Dangerous","Living Films"
"Bangkok Dangerous","Bangkok Dangerous"
"Big Trouble","Touchstone Pictures"
"Love in the Time of Cholera","New Line Cinema"
"Love in the Time of Cholera","Grosvenor Park Media Ltd."
